"Date","InCount"
"999","2012-04-10","181759"
"1000","2012-04-11","176029"
"1001","2012-04-12","186698"
"1002","2012-04-13","192722"
"1003","2012-04-14","186931"
"1004","2012-04-15","98791"
"1005","2012-04-16","163545"
"1006","2012-04-17","172103"
"1007","2012-04-18","127194"
"1008","2012-04-19","143592"
"1009","2012-04-20","197210"
"1010","2012-04-21","250170"
"1011","2012-04-22","91664"
"1012","2012-04-23","139445"
"1013","2012-04-24","166446"
"1014","2012-04-25","117356"
"1015","2012-04-26","148487"
"1016","2012-04-27","188079"
"1017","2012-04-28","238070"
"1018","2012-04-29","75679"
"1019","2012-04-30","189734"
"1020","2012-05-01","154603"
"1021","2012-05-02","190423"
"1022","2012-05-03","166504"
"1023","2012-05-04","180167"
"1024","2012-05-05","254104"
"1025","2012-05-06","128888"
"1026","2012-05-07","119826"
"1027","2012-05-08","172458"
"1028","2012-05-09","155961"
"1029","2012-05-10","152250"
"1030","2012-05-11","168979"
"1031","2012-05-12","250100"
"1032","2012-05-13","109668"
"1033","2012-05-14","167136"
"1034","2012-05-15","158434"
"1035","2012-05-16","175410"
"1036","2012-05-17","162427"
"1037","2012-05-18","177685"
"1038","2012-05-19","232998"
"1039","2012-05-20","115261"
"1040","2012-05-21","155180"
"1041","2012-05-22","179001"
"1042","2012-05-23","184796"
"1043","2012-05-24","198044"
"1044","2012-05-25","213542"
"1045","2012-05-26","254042"
"1046","2012-05-27","123761"
"1047","2012-05-28","180196"
"1048","2012-05-29","187199"
"1049","2012-05-30","186323"
"1050","2012-05-31","171394"
"1051","2012-06-01","202234"
"1052","2012-06-02","237469"
"1053","2012-06-03","85815"
"1054","2012-06-04","135528"
"1055","2012-06-05","121618"
"1056","2012-06-06","205361"
"1057","2012-06-07","166222"
"1058","2012-06-08","174399"
"1059","2012-06-09","197659"
"1060","2012-06-10","98148"
"1061","2012-06-11","144715"
"1062","2012-06-12","162246"
"1063","2012-06-13","159440"
"1064","2012-06-14","175633"
"1065","2012-06-15","181237"
"1066","2012-06-16","206495"
"1067","2012-06-17","100238"
"1068","2012-06-18","160825"
"1069","2012-06-19","162527"
"1070","2012-06-20","181213"
"1071","2012-06-21","139673"
"1072","2012-06-22","149904"
"1073","2012-06-23","222024"
"1074","2012-06-24","111610"
"1075","2012-06-25","160250"
"1076","2012-06-26","176207"
"1077","2012-06-27","166578"
"1078","2012-06-28","152945"
"1079","2012-06-29","196118"
"1080","2012-06-30","257481"
"1081","2012-07-01","109782"
"1082","2012-07-02","153282"
"1083","2012-07-03","161678"
"1084","2012-07-04","157556"
"1085","2012-07-05","168753"
"1086","2012-07-06","142787"
"1087","2012-07-07","239446"
"1088","2012-07-08","117061"
"1089","2012-07-09","153640"
"1090","2012-07-10","158047"
"1091","2012-07-11","176153"
"1092","2012-07-12","183529"
"1093","2012-07-13","167320"
"1094","2012-07-14","244425"
"1095","2012-07-15","115795"
"1096","2012-07-16","154872"
"1097","2012-07-17","169587"
"1098","2012-07-18","170213"
"1099","2012-07-19","191852"
"1100","2012-07-20","182390"
"1101","2012-07-21","236906"
"1102","2012-07-22","109087"
"1103","2012-07-23","169817"
"1104","2012-07-24","163496"
"1105","2012-07-25","161610"
"1106","2012-07-26","171710"
"1107","2012-07-27","191383"
"1108","2012-07-28","205654"
"1109","2012-07-29","95930"
"1110","2012-07-30","158261"
"1111","2012-07-31","160651"
"1112","2012-08-01","158113"
"1113","2012-08-02","172318"
"1114","2012-08-03","170514"
"1115","2012-08-04","192424"
"1116","2012-08-05","95023"
"1117","2012-08-06","153825"
"1118","2012-08-07","146114"
"1119","2012-08-08","169339"
"1120","2012-08-09","170644"
"1121","2012-08-10","171725"
"1122","2012-08-11","187904"
"1123","2012-08-12","91403"
"1124","2012-08-13","153055"
"1125","2012-08-14","168597"
"1126","2012-08-15","150147"
"1127","2012-08-16","183229"
"1128","2012-08-17","170234"
"1129","2012-08-18","203191"
"1130","2012-08-19","88913"
"1131","2012-08-20","159540"
"1132","2012-08-21","161383"
"1133","2012-08-22","169200"
"1134","2012-08-23","170987"
"1135","2012-08-24","181461"
"1136","2012-08-25","186135"
"1137","2012-08-26","101235"
"1138","2012-08-27","99946"
"1139","2012-08-28","182913"
"1140","2012-08-29","146997"
"1141","2012-08-30","173058"
"1142","2012-08-31","204996"
"1143","2012-09-01","206732"
"1144","2012-09-02","97093"
"1145","2012-09-03","183319"
"1146","2012-09-04","168319"
"1147","2012-09-05","161043"
"1148","2012-09-06","162500"
"1149","2012-09-07","172105"
"1150","2012-09-08","203642"
"1151","2012-09-09","106111"
"1152","2012-09-10","151506"
"1153","2012-09-11","157483"
"1154","2012-09-12","142107"
"1155","2012-09-13","174928"
"1156","2012-09-14","169503"
"1157","2012-09-15","228579"
"1158","2012-09-16","110036"
"1159","2012-09-17","167992"
"1160","2012-09-18","171162"
"1161","2012-09-19","176182"
"1162","2012-09-20","169800"
"1163","2012-09-21","184202"
"1164","2012-09-22","260992"
"1165","2012-09-23","110741"
"1166","2012-09-24","125566"
"1167","2012-09-25","139601"
"1168","2012-09-26","158818"
"1169","2012-09-27","177859"
"1170","2012-09-28","189445"
"1171","2012-09-29","255439"
"1172","2012-09-30","108493"
"1173","2012-10-01","153368"
"1174","2012-10-02","158632"
"1175","2012-10-03","161026"
"1176","2012-10-04","170510"
"1177","2012-10-05","193475"
"1178","2012-10-06","244591"
"1179","2012-10-07","118154"
"1180","2012-10-08","144976"
"1181","2012-10-09","156909"
"1182","2012-10-10","165559"
"1183","2012-10-11","176203"
"1184","2012-10-12","179328"
"1185","2012-10-13","281582"
"1186","2012-10-14","116109"
"1187","2012-10-15","153667"
"1188","2012-10-16","141189"
"1189","2012-10-17","160431"
"1190","2012-10-18","168089"
"1191","2012-10-19","194455"
"1192","2012-10-20","286641"
"1193","2012-10-21","116526"
"1194","2012-10-22","141846"
"1195","2012-10-23","163072"
"1196","2012-10-24","162875"
"1197","2012-10-25","180383"
"1198","2012-10-26","194366"
"1199","2012-10-27","230217"
"1200","2012-10-28","110228"
"1201","2012-10-29","172583"
"1202","2012-10-30","188147"
"1203","2012-10-31","187825"
"1204","2012-11-01","190622"
"1205","2012-11-02","192913"
"1206","2012-11-03","221456"
"1207","2012-11-04","99036"
"1208","2012-11-05","153909"
"1209","2012-11-06","128700"
"1210","2012-11-07","146959"
"1211","2012-11-08","176024"
"1212","2012-11-09","161460"
"1213","2012-11-10","266709"
"1214","2012-11-11","117584"
"1215","2012-11-12","142527"
"1216","2012-11-13","165690"
"1217","2012-11-14","161561"
"1218","2012-11-15","172124"
"1219","2012-11-16","176904"
"1220","2012-11-17","262135"
"1221","2012-11-18","147312"
"1222","2012-11-19","137357"
"1223","2012-11-20","159979"
"1224","2012-11-21","151630"
"1225","2012-11-22","154444"
"1226","2012-11-23","182282"
"1227","2012-11-24","260407"
"1228","2012-11-25","122385"
"1229","2012-11-26","140530"
"1230","2012-11-27","144980"
"1231","2012-11-28","167309"
"1232","2012-11-29","188327"
"1233","2012-11-30","231568"
"1234","2012-12-01","338495"
"1235","2012-12-02","176599"
"1236","2012-12-03","175752"
"1237","2012-12-04","171888"
"1238","2012-12-05","183472"
"1239","2012-12-06","194807"
"1240","2012-12-07","201977"
"1241","2012-12-08","316443"
"1242","2012-12-09","155225"
"1243","2012-12-10","185337"
"1244","2012-12-11","201462"
"1245","2012-12-12","199363"
"1246","2012-12-13","200805"
"1247","2012-12-14","161980"
"1248","2012-12-15","320487"
"1249","2012-12-16","192206"
"1250","2012-12-17","207563"
"1251","2012-12-18","224274"
"1252","2012-12-19","226839"
"1253","2012-12-20","224738"
"1254","2012-12-21","275161"
"1255","2012-12-22","236174"
"1256","2012-12-23","195885"
"1257","2012-12-24","194516"
"1258","2012-12-25","4351"
"1259","2012-12-26","190130"
"1260","2012-12-27","247759"
"1261","2012-12-28","216241"
"1262","2012-12-29","187648"
"1263","2012-12-30","106423"
"1264","2012-12-31","147174"
"1265","2013-01-01","45364"
"1266","2013-01-02","167966"
"1267","2013-01-03","168006"
"1268","2013-01-04","174098"
"1269","2013-01-05","197591"
"1270","2013-01-06","92966"
"1271","2013-01-07","150467"
"1272","2013-01-08","146032"
"1273","2013-01-09","141849"
"1274","2013-01-10","156765"
"1275","2013-01-11","156986"
"1276","2013-01-12","185063"
"1277","2013-01-13","80144"
"1278","2013-01-14","118181"
"1279","2013-01-15","139327"
"1280","2013-01-16","134689"
"1281","2013-01-17","143730"
"1282","2013-01-18","125082"
"1283","2013-01-19","141411"
"1284","2013-01-20","75991"
"1285","2013-01-21","88052"
"1286","2013-01-22","124877"
"1287","2013-01-23","133859"
"1288","2013-01-24","147054"
"1289","2013-01-25","161496"
"1290","2013-01-26","187680"
"1291","2013-01-27","104796"
"1292","2013-01-28","146264"
"1293","2013-01-29","153764"
"1294","2013-01-30","139458"
"1295","2013-01-31","159035"
"1296","2013-02-01","184180"
"1297","2013-02-02","238751"
"1298","2013-02-03","108277"
"1299","2013-02-04","134064"
"1300","2013-02-05","133332"
"1301","2013-02-06","159141"
"1302","2013-02-07","175272"
"1303","2013-02-08","183350"
"1304","2013-02-09","245690"
"1305","2013-02-10","92752"
"1306","2013-02-11","156709"
"1307","2013-02-12","178862"
"1308","2013-02-13","138668"
"1309","2013-02-14","188121"
"1310","2013-02-15","178724"
"1311","2013-02-16","239014"
"1312","2013-02-17","110469"
"1313","2013-02-18","179662"
"1314","2013-02-19","202410"
"1315","2013-02-20","184642"
"1316","2013-02-21","193998"
"1317","2013-02-22","219287"
"1318","2013-02-23","216312"
"1319","2013-02-24","99404"
"1320","2013-02-25","150749"
"1321","2013-02-26","162833"
"1322","2013-02-27","185133"
"1323","2013-02-28","199121"
"1324","2013-03-01","193233"
"1325","2013-03-02","281374"
"1326","2013-03-03","118580"
"1327","2013-03-04","158350"
"1328","2013-03-05","171313"
"1329","2013-03-06","168718"
"1330","2013-03-07","174756"
"1331","2013-03-08","175243"
"1332","2013-03-09","234936"
"1333","2013-03-10","94619"
"1334","2013-03-11","140951"
"1335","2013-03-12","170443"
"1336","2013-03-13","179440"
"1337","2013-03-14","186444"
"1338","2013-03-15","187066"
"1339","2013-03-16","246631"
"1340","2013-03-17","122986"
"1341","2013-03-18","156747"
"1342","2013-03-19","188177"
"1343","2013-03-20","172644"
"1344","2013-03-21","279473"
"1345","2013-03-22","139153"
"1346","2013-03-23","164782"
"1347","2013-03-24","135830"
"1348","2013-03-25","170726"
"1349","2013-03-26","183569"
"1350","2013-03-27","174466"
"1351","2013-03-28","247554"
"1352","2013-03-29","312763"
"1353","2013-03-30","341037"
"1354","2013-03-31","65148"
"1355","2013-04-01","179511"
"1356","2013-04-02","232990"
"1357","2013-04-03","206321"
"1358","2013-04-04","230435"
"1359","2013-04-05","211404"
"1360","2013-04-06","250629"
"1361","2013-04-07","120647"
"1362","2013-04-08","191529"
"1363","2013-04-09","202993"
"1364","2013-04-10","220163"
"1365","2013-04-11","192573"
"1366","2013-04-12","189236"
"1367","2013-04-13","239775"
"1368","2013-04-14","116990"
"1369","2013-04-15","183221"
"1370","2013-04-16","180650"
"1371","2013-04-17","167930"
"1372","2013-04-18","161408"
"1373","2013-04-19","185926"
"1374","2013-04-20","284812"
"1375","2013-04-21","117436"
"1376","2013-04-22","188124"
"1377","2013-04-23","182741"
"1378","2013-04-24","161232"
"1379","2013-04-25","166426"
"1380","2013-04-26","206870"
"1381","2013-04-27","281226"
"1382","2013-04-28","125494"
"1383","2013-04-29","161858"
"1384","2013-04-30","174890"
"1385","2013-05-01","174136"
"1386","2013-05-02","197971"
"1387","2013-05-03","186086"
"1388","2013-05-04","280372"
"1389","2013-05-05","155959"
"1390","2013-05-06","154082"
"1391","2013-05-07","174720"
"1392","2013-05-08","152866"
"1393","2013-05-09","145303"
"1394","2013-05-10","161120"
"1395","2013-05-11","230911"
"1396","2013-05-12","105615"
"1397","2013-05-13","142265"
"1398","2013-05-14","156857"
"1399","2013-05-15","149256"
"1400","2013-05-16","175878"
"1401","2013-05-17","174107"
"1402","2013-05-18","212700"
"1403","2013-05-19","123878"
"1404","2013-05-20","151427"
"1405","2013-05-21","169521"
"1406","2013-05-22","168898"
"1407","2013-05-23","169113"
"1408","2013-05-24","163008"
"1409","2013-05-25","275159"
"1410","2013-05-26","152419"
"1411","2013-05-27","170375"
"1412","2013-05-28","185962"
"1413","2013-05-29","171404"
"1414","2013-05-30","185455"
"1415","2013-05-31","224071"
"1416","2013-06-01","242948"
"1417","2013-06-02","119760"
"1418","2013-06-03","177066"
"1419","2013-06-04","169235"
"1420","2013-06-05","167843"
"1421","2013-06-06","172376"
"1422","2013-06-07","171166"
"1423","2013-06-08","225157"
"1424","2013-06-09","115995"
"1425","2013-06-10","142477"
"1426","2013-06-11","149584"
"1427","2013-06-12","166470"
"1428","2013-06-13","161202"
"1429","2013-06-14","175839"
"1430","2013-06-15","233434"
"1431","2013-06-16","107556"
"1432","2013-06-17","152901"
"1433","2013-06-18","176099"
"1434","2013-06-19","171218"
"1435","2013-06-20","161039"
"1436","2013-06-21","165113"
"1437","2013-06-22","219809"
"1438","2013-06-23","110979"
"1439","2013-06-24","149908"
"1440","2013-06-25","163398"
"1441","2013-06-26","160307"
"1442","2013-06-27","149909"
"1443","2013-06-28","161140"
"1444","2013-06-29","252450"
"1445","2013-06-30","127512"
"1446","2013-07-01","157528"
"1447","2013-07-02","143319"
"1448","2013-07-03","155828"
"1449","2013-07-04","154236"
"1450","2013-07-05","176884"
"1451","2013-07-06","226024"
"1452","2013-07-07","105674"
"1453","2013-07-08","154918"
"1454","2013-07-09","147221"
"1455","2013-07-10","157911"
"1456","2013-07-11","159259"
"1457","2013-07-12","166382"
"1458","2013-07-13","196345"
"1459","2013-07-14","108007"
"1460","2013-07-15","137297"
"1461","2013-07-16","138287"
"1462","2013-07-17","148803"
"1463","2013-07-18","160922"
"1464","2013-07-19","168584"
"1465","2013-07-20","218621"
"1466","2013-07-21","105844"
"1467","2013-07-22","149860"
"1468","2013-07-23","142033"
"1469","2013-07-24","155590"
"1470","2013-07-25","161136"
"1471","2013-07-26","167982"
"1472","2013-07-27","195001"
"1473","2013-07-28","96437"
"1474","2013-07-29","135160"
"1475","2013-07-30","150684"
"1476","2013-07-31","152442"
"1477","2013-08-01","152847"
"1478","2013-08-02","168949"
"1479","2013-08-03","209095"
"1480","2013-08-04","110934"
"1481","2013-08-05","138921"
"1482","2013-08-06","161735"
"1483","2013-08-07","176283"
"1484","2013-08-08","168570"
"1485","2013-08-09","160974"
"1486","2013-08-10","196419"
"1487","2013-08-11","93821"
"1488","2013-08-12","146968"
"1489","2013-08-13","169277"
"1490","2013-08-14","156340"
"1491","2013-08-15","168450"
"1492","2013-08-16","156085"
"1493","2013-08-17","181654"
"1494","2013-08-18","95993"
"1495","2013-08-19","150425"
"1496","2013-08-20","161443"
"1497","2013-08-21","173404"
"1498","2013-08-22","169322"
"1499","2013-08-23","170485"
"1500","2013-08-24","184780"
"1501","2013-08-25","124855"
"1502","2013-08-26","118608"
"1503","2013-08-27","166548"
"1504","2013-08-28","159996"
"1505","2013-08-29","174319"
"1506","2013-08-30","190447"
"1507","2013-08-31","206667"
"1508","2013-09-01","102201"
"1509","2013-09-02","170087"
"1510","2013-09-03","158459"
"1511","2013-09-04","169852"
"1512","2013-09-05","167031"
"1513","2013-09-06","140702"
"1514","2013-09-07","206476"
"1515","2013-09-08","108288"
"1516","2013-09-09","151692"
"1517","2013-09-10","155812"
"1518","2013-09-11","136405"
"1519","2013-09-12","160085"
"1520","2013-09-13","162502"
"1521","2013-09-14","234349"
"1522","2013-09-15","98068"
"1523","2013-09-16","142913"
"1524","2013-09-17","161778"
"1525","2013-09-18","161842"
"1526","2013-09-19","152503"
"1527","2013-09-20","179761"
"1528","2013-09-21","253522"
"1529","2013-09-22","124759"
"1530","2013-09-23","147901"
"1531","2013-09-24","156805"
"1532","2013-09-25","168565"
"1533","2013-09-26","169602"
"1534","2013-09-27","197878"
"1535","2013-09-28","264802"
"1536","2013-09-29","111569"
"1537","2013-09-30","167317"
"1538","2013-10-01","171860"
"1539","2013-10-02","140724"
"1540","2013-10-03","153047"
"1541","2013-10-04","181987"
"1542","2013-10-05","261245"
"1543","2013-10-06","114687"
"1544","2013-10-07","145446"
"1545","2013-10-08","155152"
"1546","2013-10-09","152388"
"1547","2013-10-10","161856"
"1548","2013-10-11","169217"
"1549","2013-10-12","234502"
"1550","2013-10-13","103291"
"1551","2013-10-14","127890"
"1552","2013-10-15","150409"
"1553","2013-10-16","126760"
"1554","2013-10-17","167431"
"1555","2013-10-18","167647"
"1556","2013-10-19","250200"
"1557","2013-10-20","113223"
"1558","2013-10-21","110360"
"1559","2013-10-22","125275"
"1560","2013-10-23","148649"
"1561","2013-10-24","171556"
"1562","2013-10-25","182646"
"1563","2013-10-26","257914"
"1564","2013-10-27","115975"
"1565","2013-10-28","145462"
"1566","2013-10-29","179342"
"1567","2013-10-30","195667"
"1568","2013-10-31","207631"
"1569","2013-11-01","180352"
"1570","2013-11-02","203845"
"1571","2013-11-03","111860"
"1572","2013-11-04","152503"
"1573","2013-11-05","126886"
"1574","2013-11-06","141304"
"1575","2013-11-07","193441"
"1576","2013-11-08","176732"
"1577","2013-11-09","239467"
"1578","2013-11-10","129561"
"1579","2013-11-11","129194"
"1580","2013-11-12","161176"
"1581","2013-11-13","165199"
"1582","2013-11-14","173205"
"1583","2013-11-15","201465"
"1584","2013-11-16","345594"
"1585","2013-11-17","162311"
"1586","2013-11-18","135241"
"1587","2013-11-19","148485"
"1588","2013-11-20","139480"
"1589","2013-11-21","158881"
"1590","2013-11-22","192892"
"1591","2013-11-23","269308"
"1592","2013-11-24","148555"
"1593","2013-11-25","155045"
"1594","2013-11-26","157932"
"1595","2013-11-27","168132"
"1596","2013-11-28","183729"
"1597","2013-11-29","229986"
"1598","2013-11-30","393305"
"1599","2013-12-01","171399"
"1600","2013-12-02","185648"
"1601","2013-12-03","180270"
"1602","2013-12-04","190466"
"1603","2013-12-05","146065"
"1604","2013-12-06","224665"
"1605","2013-12-07","326943"
"1606","2013-12-08","158179"
"1607","2013-12-09","180964"
"1608","2013-12-10","204172"
"1609","2013-12-11","190232"
"1610","2013-12-12","195531"
"1611","2013-12-13","217166"
"1612","2013-12-14","334773"
"1613","2013-12-15","185296"
"1614","2013-12-16","197145"
"1615","2013-12-17","211962"
"1616","2013-12-18","194023"
"1617","2013-12-19","206853"
"1618","2013-12-20","230714"
"1619","2013-12-21","303925"
"1620","2013-12-22","187621"
"1621","2013-12-23","223284"
"1622","2013-12-24","193329"
"1623","2013-12-25","5040"
"1624","2013-12-26","218474"
"1625","2013-12-27","223977"
"1626","2013-12-28","231500"
"1627","2013-12-29","117577"
"1628","2013-12-30","162927"
"1629","2013-12-31","145018"
"1630","2014-01-01","34198"
"1631","2014-01-02","162804"
"1632","2014-01-03","146782"
"1633","2014-01-04","176300"
"1634","2014-01-05","76007"
"1635","2014-01-06","118319"
"1636","2014-01-07","139982"
"1637","2014-01-08","119888"
"1638","2014-01-09","131541"
"1639","2014-01-10","144141"
"1640","2014-01-11","177367"
"1641","2014-01-12","82680"
"1642","2014-01-13","125018"
"1643","2014-01-14","129259"
"1644","2014-01-15","137299"
"1645","2014-01-16","135425"
"1646","2014-01-17","135605"
"1647","2014-01-18","164434"
"1648","2014-01-19","80918"
"1649","2014-01-20","128127"
"1650","2014-01-21","124628"
"1651","2014-01-22","124472"
"1652","2014-01-23","141443"
"1653","2014-01-24","139687"
"1654","2014-01-25","185574"
"1655","2014-01-26","82972"
"1656","2014-01-27","138671"
"1657","2014-01-28","128606"
"1658","2014-01-29","136948"
"1659","2014-01-30","144287"
"1660","2014-01-31",NA
"1661","2014-02-01",NA
"1662","2014-02-02",NA
"1663","2014-02-03","137967"
"1664","2014-02-04","137408"
"1665","2014-02-05","126856"
"1666","2014-02-06","150874"
"1667","2014-02-07","178612"
"1668","2014-02-08","235363"
"1669","2014-02-09","101865"
"1670","2014-02-10","153941"
"1671","2014-02-11","139224"
"1672","2014-02-12","118933"
"1673","2014-02-13","172527"
"1674","2014-02-14","153059"
"1675","2014-02-15","198310"
"1676","2014-02-16","109472"
"1677","2014-02-17","150754"
"1678","2014-02-18","178211"
"1679","2014-02-19","189042"
"1680","2014-02-20","168466"
"1681","2014-02-21","190179"
"1682","2014-02-22","238848"
"1683","2014-02-23","110591"
"1684","2014-02-24","155081"
"1685","2014-02-25","153531"
"1686","2014-02-26","169663"
"1687","2014-02-27","172238"
"1688","2014-02-28","200046"
"1689","2014-03-01","258212"
"1690","2014-03-02","110435"
"1691","2014-03-03","146423"
"1692","2014-03-04","154273"
"1693","2014-03-05","159010"
"1694","2014-03-06","167726"
"1695","2014-03-07","162081"
"1696","2014-03-08","243981"
"1697","2014-03-09","131576"
"1698","2014-03-10","160244"
"1699","2014-03-11","152099"
"1700","2014-03-12","165513"
"1701","2014-03-13","175001"
"1702","2014-03-14","182083"
"1703","2014-03-15","242784"
"1704","2014-03-16","130663"
"1705","2014-03-17","161910"
"1706","2014-03-18","153619"
"1707","2014-03-19","159659"
"1708","2014-03-20","192949"
"1709","2014-03-21","167877"
"1710","2014-03-22","249093"
"1711","2014-03-23","118482"
"1712","2014-03-24","153817"
"1713","2014-03-25","158072"
"1714","2014-03-26","184337"
"1715","2014-03-27","172617"
"1716","2014-03-28","204374"
"1717","2014-03-29","275729"
"1718","2014-03-30","121262"
"1719","2014-03-31","155073"
"1720","2014-04-01","158365"
"1721","2014-04-02","156954"
"1722","2014-04-03","176234"
"1723","2014-04-04","178399"
"1724","2014-04-05","226539"
"1725","2014-04-06","112337"
"1726","2014-04-07","148243"
"1727","2014-04-08","164410"
"1728","2014-04-09","176562"
"1729","2014-04-10","186888"
"1730","2014-04-11","193036"
"1731","2014-04-12","220941"
"1732","2014-04-13","113000"
"1733","2014-04-14","180315"
"1734","2014-04-15","179143"
"1735","2014-04-16","182919"
"1736","2014-04-17","181951"
"1737","2014-04-18","179655"
"1738","2014-04-19","217751"
"1739","2014-04-20","58530"
"1740","2014-04-21","145792"
"1741","2014-04-22","166615"
"1742","2014-04-23","166328"
"1743","2014-04-24","172791"
"1744","2014-04-25","179303"
"1745","2014-04-26","241907"
"1746","2014-04-27","123423"
"1747","2014-04-28","174226"
"1748","2014-04-29","182465"
"1749","2014-04-30","186485"
"1750","2014-05-01","160634"
"1751","2014-05-02","186443"
"1752","2014-05-03","276737"
"1753","2014-05-04","150831"
"1754","2014-05-05","138076"
"1755","2014-05-06","171069"
"1756","2014-05-07","148336"
"1757","2014-05-08","145909"
"1758","2014-05-09","175467"
"1759","2014-05-10","224641"
"1760","2014-05-11","114464"
"1761","2014-05-12","158561"
"1762","2014-05-13","166733"
"1763","2014-05-14","179965"
"1764","2014-05-15","184004"
"1765","2014-05-16","203302"
"1766","2014-05-17",NA
"1767","2014-05-18","130647"
"1768","2014-05-19","164241"
"1769","2014-05-20","157941"
"1770","2014-05-21","183786"
"1771","2014-05-22","153463"
"1772","2014-05-23","179019"
"1773","2014-05-24","213775"
"1774","2014-05-25","135248"
"1775","2014-05-26","171591"
"1776","2014-05-27","207666"
"1777","2014-05-28","165814"
"1778","2014-05-29","190160"
"1779","2014-05-30","235280"
"1780","2014-05-31","265500"
"1781","2014-06-01","126322"
"1782","2014-06-02","181644"
"1783","2014-06-03","169777"
"1784","2014-06-04","166456"
"1785","2014-06-05","170842"
"1786","2014-06-06","207521"
"1787","2014-06-07","208707"
"1788","2014-06-08","131377"
"1789","2014-06-09","146948"
"1790","2014-06-10","174124"
"1791","2014-06-11","183568"
"1792","2014-06-12","185378"
"1793","2014-06-13","193919"
"1794","2014-06-14","252321"
"1795","2014-06-15","114912"
"1796","2014-06-16","169749"
"1797","2014-06-17","188974"
"1798","2014-06-18","187631"
"1799","2014-06-19","174610"
"1800","2014-06-20","191279"
"1801","2014-06-21","257773"
"1802","2014-06-22","131239"
"1803","2014-06-23","170389"
"1804","2014-06-24","156221"
"1805","2014-06-25","169579"
"1806","2014-06-26","170162"
"1807","2014-06-27","177618"
"1808","2014-06-28","248552"
"1809","2014-06-29","129651"
"1810","2014-06-30","177944"
"1811","2014-07-01","161486"
"1812","2014-07-02","179295"
"1813","2014-07-03","185492"
"1814","2014-07-04","176511"
"1815","2014-07-05","346180"
"1816","2014-07-06","113703"
"1817","2014-07-07","171375"
"1818","2014-07-08","154301"
"1819","2014-07-09","184235"
"1820","2014-07-10","197905"
"1821","2014-07-11","188149"
"1822","2014-07-12","242396"
"1823","2014-07-13","131365"
"1824","2014-07-14","158686"
"1825","2014-07-15","163072"
"1826","2014-07-16","167272"
"1827","2014-07-17","179559"
"1828","2014-07-18","175925"
"1829","2014-07-19","233049"
"1830","2014-07-20","129271"
"1831","2014-07-21","176694"
"1832","2014-07-22","168194"
"1833","2014-07-23","174961"
"1834","2014-07-24","178713"
"1835","2014-07-25","193520"
"1836","2014-07-26","227909"
"1837","2014-07-27","129642"
"1838","2014-07-28","159006"
"1839","2014-07-29","165925"
"1840","2014-07-30","172141"
"1841","2014-07-31","184851"
"1842","2014-08-01","168899"
"1843","2014-08-02","206385"
"1844","2014-08-03","141669"
"1845","2014-08-04","157915"
"1846","2014-08-05","173879"
"1847","2014-08-06","162219"
"1848","2014-08-07","182457"
"1849","2014-08-08","168352"
"1850","2014-08-09","217001"
"1851","2014-08-10","81786"
"1852","2014-08-11","153342"
"1853","2014-08-12","177274"
"1854","2014-08-13","140070"
"1855","2014-08-14","168801"
"1856","2014-08-15","163052"
"1857","2014-08-16","217273"
"1858","2014-08-17","111847"
"1859","2014-08-18","159720"
"1860","2014-08-19","169007"
"1861","2014-08-20","175942"
"1862","2014-08-21","166188"
"1863","2014-08-22","183619"
"1864","2014-08-23","191515"
"1865","2014-08-24","107161"
"1866","2014-08-25","100337"
"1867","2014-08-26","169847"
"1868","2014-08-27","172451"
"1869","2014-08-28","181046"
"1870","2014-08-29","189806"
"1871","2014-08-30","225701"
"1872","2014-08-31","111473"
"1873","2014-09-01","172346"
"1874","2014-09-02","184884"
"1875","2014-09-03","162017"
"1876","2014-09-04","173203"
"1877","2014-09-05","170678"
"1878","2014-09-06","207224"
"1879","2014-09-07","131500"
"1880","2014-09-08","156916"
"1881","2014-09-09","161456"
"1882","2014-09-10","168535"
"1883","2014-09-11","179273"
"1884","2014-09-12","186493"
"1885","2014-09-13","234865"
"1886","2014-09-14","116267"
"1887","2014-09-15","155806"
"1888","2014-09-16","164112"
"1889","2014-09-17","168240"
"1890","2014-09-18","168750"
"1891","2014-09-19","197831"
"1892","2014-09-20","256435"
"1893","2014-09-21","137825"
"1894","2014-09-22","188470"
"1895","2014-09-23","188665"
"1896","2014-09-24","196361"
"1897","2014-09-25","192016"
"1898","2014-09-26","224822"
"1899","2014-09-27","287484"
"1900","2014-09-28","149670"
"1901","2014-09-29","197723"
"1902","2014-09-30","197632"
"1903","2014-10-01","189515"
"1904","2014-10-02","197194"
"1905","2014-10-03","254706"
"1906","2014-10-04","261047"
"1907","2014-10-05","155370"
"1908","2014-10-06","137633"
"1909","2014-10-07","158828"
"1910","2014-10-08","164936"
"1911","2014-10-09","175613"
"1912","2014-10-10","210136"
"1913","2014-10-11","270590"
"1914","2014-10-12","133729"
"1915","2014-10-13","141350"
"1916","2014-10-14","150500"
"1917","2014-10-15","160822"
"1918","2014-10-16","173742"
"1919","2014-10-17","190917"
"1920","2014-10-18","268090"
"1921","2014-10-19","129412"
"1922","2014-10-20","146842"
"1923","2014-10-21","151312"
"1924","2014-10-22","164191"
"1925","2014-10-23","183059"
"1926","2014-10-24","211794"
"1927","2014-10-25","281290"
"1928","2014-10-26","146940"
"1929","2014-10-27","214602"
"1930","2014-10-28","205590"
"1931","2014-10-29","225210"
